element	Gmax	Kr	nr	Ks	ns	Gmax.se	Kr.se	nr.se	Ks.se	ns.se	R2
hrpR/hrpS	7856.1410	205.1349	2.6162	3118.3679	1.6303	69.2953	2.8311	0.04591	55.8553	0.03124	0.999
