rep,R,S,O
105,set2,7.6627,202.171609407009,0.00731643289421104
106,set2,8.10004947587421,202.171609407009,0.0085731740984935
107,set2,10.3313851159571,202.171609407009,0.0171755211066799
108,set2,23.0334402530371,202.171609407009,0.16938639539373
109,set2,94.5048791343356,202.171609407009,8.92556085891768
110,set2,433.469283065644,202.171609407009,113.927815249214
111,set2,1260.25076737027,202.171609407009,133.482974309106
112,set2,1872.60528819368,202.171609407009,134.260512615949
113,set2,7.6627,1080.13710332611,0.080890166701616
114,set2,8.10004947587421,1080.13710332611,0.0947846432839997
115,set2,10.3313851159571,1080.13710332611,0.189891821000058
116,set2,23.0334402530371,1080.13710332611,1.87272868602756
117,set2,94.5048791343356,1080.13710332611,98.6806161175247
118,set2,433.469283065644,1080.13710332611,1259.5810145066
119,set2,1260.25076737027,1080.13710332611,1475.78201014245
120,set2,1872.60528819368,1080.13710332611,1484.37844014691
121,set2,7.6627,4636.06693432619,0.29489441171593
122,set2,8.10004947587421,4636.06693432619,0.345548325101683
123,set2,10.3313851159571,4636.06693432619,0.692272486593356
124,set2,23.0334402530371,4636.06693432619,6.82724794234612
125,set2,94.5048791343356,4636.06693432619,359.75154242279
126,set2,433.469283065644,4636.06693432619,4591.94754353322
127,set2,1260.25076737027,4636.06693432619,5380.13315397475
128,set2,1872.60528819368,4636.06693432619,5411.47242885069
129,set2,7.6627,9999.44324554875,0.375831080691953
130,set2,8.10004947587421,9999.44324554875,0.440387458340041
131,set2,10.3313851159571,9999.44324554875,0.882273472921265
132,set2,23.0334402530371,9999.44324554875,8.70105322577482
133,set2,94.5048791343356,9999.44324554875,458.488888218056
134,set2,433.469283065644,9999.44324554875,5852.25266808142
135,set2,1260.25076737027,9999.44324554875,6856.76356414899
136,set2,1872.60528819368,9999.44324554875,6896.70421095946
137,set2,7.6627,12355.0462477633,0.388856700106306
138,set2,8.10004947587421,12355.0462477633,0.455650483996754
139,set2,10.3313851159571,12355.0462477633,0.912851461459342
140,set2,23.0334402530371,12355.0462477633,9.00261585229922
141,set2,94.5048791343356,12355.0462477633,474.379276401605
142,set2,433.469283065644,12355.0462477633,6055.08106596355
143,set2,1260.25076737027,12355.0462477633,7094.40647658819
144,set2,1872.60528819368,12355.0462477633,7135.73139333066
145,set3,7.6627,16.77,0.000269213127885484
146,set3,8.10004947587421,16.77,0.000315451417851996
147,set3,10.3313851159571,16.77,0.000631916502495043
148,set3,23.0334402530371,16.77,0.00622160331511568
149,set3,94.5048791343356,16.77,0.299099523101805
150,set3,433.469283065644,16.77,1.86123059852535
151,set3,1260.25076737027,16.77,1.99070408048625
152,set3,1872.60528819368,16.77,1.99538735667096
153,set3,7.6627,17.542809336667,0.000288666318229935
154,set3,8.10004947587421,17.542809336667,0.000338245761218907
155,set3,10.3313851159571,17.542809336667,0.000677578436225351
156,set3,23.0334402530371,17.542809336667,0.0066711728977257
157,set3,94.5048791343356,17.542809336667,0.320712287681803
158,set3,433.469283065644,17.542809336667,1.99572208262352
159,set3,1260.25076737027,17.542809336667,2.13455124611797
160,set3,1872.60528819368,17.542809336667,2.13957293322554
161,set3,7.6627,21.5090568202478,0.000395797538153977
162,set3,8.10004947587421,21.5090568202478,0.000463777140341059
163,set3,10.3313851159571,21.5090568202478,0.000929044575095164
164,set3,23.0334402530371,21.5090568202478,0.00914701038108694
165,set3,94.5048791343356,21.5090568202478,0.43973656053311
166,set3,433.469283065644,21.5090568202478,2.73638397436007
167,set3,1260.25076737027,21.5090568202478,2.92673607872753
168,set3,1872.60528819368,21.5090568202478,2.9336214382899
169,set3,7.6627,46.3759494590185,0.00130004692982503
170,set3,8.10004947587421,46.3759494590185,0.0015233345064134
171,set3,10.3313851159571,46.3759494590185,0.00305156407277399
172,set3,23.0334402530371,46.3759494590185,0.0300445091661576
173,set3,94.5048791343356,46.3759494590185,1.44437019017155
174,set3,433.469283065644,46.3759494590185,8.98799826113442
175,set3,1260.25076737027,46.3759494590185,9.61323375406562
176,set3,1872.60528819368,46.3759494590185,9.63584958589103
177,set3,7.6627,202.171609407009,0.0125827161513511
178,set3,8.10004947587421,202.171609407009,0.0147438413629714
179,set3,10.3313851159571,202.171609407009,0.0295350603616623
180,set3,23.0334402530371,202.171609407009,0.290790679991303
181,set3,94.5048791343356,202.171609407009,13.979572355013
182,set3,433.469283065644,202.171609407009,86.9918064449507
183,set3,1260.25076737027,202.171609407009,93.043250092729
184,set3,1872.60528819368,202.171609407009,93.2621411080126
185,set3,7.6627,1080.13710332611,0.147013104473277
186,set3,8.10004947587421,1080.13710332611,0.172263115893241
187,set3,10.3313851159571,1080.13710332611,0.345079779464577
188,set3,23.0334402530371,1080.13710332611,3.39752086141007
189,set3,94.5048791343356,1080.13710332611,163.333600344993
190,set3,433.469283065644,1080.13710332611,1016.38909877478
191,set3,1260.25076737027,1080.13710332611,1087.09255473007
192,set3,1872.60528819368,1080.13710332611,1089.65001905742
193,set3,7.6627,4636.06693432619,0.641984185683209
194,set3,8.10004947587421,4636.06693432619,0.75224719984113
195,set3,10.3313851159571,4636.06693432619,1.50691165939956
196,set3,23.0334402530371,4636.06693432619,14.8364642143213
197,set3,94.5048791343356,4636.06693432619,713.253344236716
198,set3,433.469283065644,4636.06693432619,4438.41880798338
199,set3,1260.25076737027,4636.06693432619,4747.17019963022
200,set3,1872.60528819368,4636.06693432619,4758.33826290923
201,set3,7.6627,9999.44324554875,0.884351976421333
202,set3,8.10004947587421,9999.44324554875,1.03624250062943
203,set3,10.3313851159571,9999.44324554875,2.07581484715879
204,set3,23.0334402530371,9999.44324554875,20.4376630198083
205,set3,94.5048791343356,9999.44324554875,982.527325020621
206,set3,433.469283065644,9999.44324554875,6114.05161148719
207,set3,1260.25076737027,9999.44324554875,6539.36567609322
208,set3,1872.60528819368,9999.44324554875,6554.75000962332
209,set3,7.6627,12355.0462477633,0.927068140389532
210,set3,8.10004947587421,12355.0462477633,1.08629531415604
211,set3,10.3313851159571,12355.0462477633,2.17608131316216
212,set3,23.0334402530371,12355.0462477633,21.4248475209542
213,set3,94.5048791343356,12355.0462477633,1029.98557630271
214,set3,433.469283065644,12355.0462477633,6409.37387921501
215,set3,1260.25076737027,12355.0462477633,6855.23155745688
216,set3,1872.60528819368,12355.0462477633,6871.35898845397
